date_created,date_completed,task_id,task_name,category,status,when_worked,notes,completion_days,created_weekday,is_weekend,work_alone_num,got_distracted_num,day_quality_num
2025-12-11,2025-12-11,170,activity for data science,academics,done,afternoon,got lazy,0.0,Thursday,0,0.0,1.0,1
2025-12-12,2025-12-12,171,forward kid's special number,church,done,afternoon,None,0.0,Friday,0,1.0,0.0,1
2025-12-12,2025-12-12,172,ready the roleplay for sunday school,church,done,morning,None,0.0,Friday,0,0.0,0.0,1
2025-12-12,2025-12-12,173,backend web development,thesis,done,evening,kept checking social media,0.0,Friday,0,1.0,2.0,1
2025-12-12,2025-12-12,174,choir,church,done,evening,None,0.0,Friday,0,0.0,0.0,1
2025-12-13,2025-12-13,175,taglay webinar (8am-4pm),academics,done,morning,doing something else,0.0,Saturday,1,0.0,2.0,2
2025-12-13,2025-12-13,176,4pm practice sa sunday school,church,done,afternoon,None,0.0,Saturday,1,0.0,0.0,2
2025-12-13,2025-12-13,177,10pm progress report meeting (moved),thesis,done,evening,None,0.0,Saturday,1,0.0,0.0,2
2025-12-13,2025-12-13,178,backend web development,thesis,done,evening,kept checking social media,0.0,Saturday,1,1.0,2.0,2
2025-12-13,2025-12-13,179,party decoration plan,church,done,afternoon,daydreaming,0.0,Saturday,1,0.0,1.0,2
2025-12-13,2025-12-13,180,sunday school and thansgiving programme,church,done,evening,scrolling on phone,0.0,Saturday,1,1.0,1.0,2
2025-12-14,2025-12-14,181,4pm practice kid's special number,church,done,afternoon,None,0.0,Sunday,1,1.0,0.0,1
2025-12-14,2025-12-14,182,inform pastor about the plan and budget,church,done,afternoon,None,0.0,Sunday,1,1.0,0.0,1
2025-12-14,2025-12-14,183,talk to tr. Anne about what to buy,church,done,morning,None,0.0,Sunday,1,1.0,0.0,1
2025-12-14,2025-12-14,184,10pm progress report meeting,thesis,done,night,None,0.0,Sunday,1,0.0,0.0,1
2025-12-14,2025-12-14,185,buy hat,church,done,afternoon,None,0.0,Sunday,1,1.0,0.0,1
2025-12-15,2025-12-16,186,backend web development,thesis,done,afternoon,"got tired, scrolling on phone",1.0,Monday,0,1.0,2.0,2
2025-12-15,2025-12-15,187,remind the game masters,church,done,evening,None,0.0,Monday,0,1.0,0.0,2
2025-12-15,2025-12-15,188,send congregation songs,church,done,afternoon,None,0.0,Monday,0,1.0,0.0,2
2025-12-15,2025-12-15,189,reminders for kid's practice and song,church,done,evening,None,0.0,Monday,0,1.0,0.0,2
2025-12-15,2025-12-15,190,send song for sunday,church,done,afternoon,None,0.0,Monday,0,1.0,0.0,2
2025-12-15,2025-12-15,191,bought the needs for decoration,church,done,morning,spaced out,0.0,Monday,0,0.0,1.0,2
2025-12-15,2025-12-15,192,send the decoration expense breakdown,church,done,evening,phone kept distracting me,0.0,Monday,0,1.0,1.0,2
2025-12-16,2025-12-16,193,backend web development,thesis,done,evening,kept checking social media,0.0,Tuesday,0,1.0,2.0,2
2025-12-16,2025-12-16,194,ayusin yung cabinet and hanap na ng white outfit for Sunday,personal,done,afternoon,daydreaming,0.0,Tuesday,0,1.0,1.0,2
2025-12-16,2025-12-16,195,remind kids sa eucalyptus about christmas party (print an invitation),church,done,afternoon,None,0.0,Tuesday,0,1.0,0.0,2
2025-12-16,2025-12-16,196,makuha kay sis. Susan yung budget for decoration and presents,church,done,afternoon,None,0.0,Tuesday,0,0.0,0.0,2
2025-12-16,2025-12-16,197,bibili sa warehouse and landers for raffle and gifts (towel x 21 families),church,done,morning,None,0.0,Tuesday,0,0.0,0.0,2
2025-12-16,2025-12-16,198,remind them about the final practice,church,done,evening,None,0.0,Tuesday,0,1.0,0.0,2
2025-12-16,2025-12-16,199,"mai-send yung budget for kids and tech for roleplay, costumes",church,done,evening,lazy to do it,0.0,Tuesday,0,1.0,1.0,2
2025-12-16,2025-12-16,200,data science midterms exam review,academics,done,afternoon,kept checking social media,0.0,Tuesday,0,1.0,2.0,2
2025-12-16,2025-12-16,201,activity webinar taglay (evaluation form),academics,done,afternoon,None,0.0,Tuesday,0,1.0,0.0,2
2025-12-16,2025-12-16,202,plano magpasa on Thursday ng thesis allowance (initial),thesis,done,afternoon,None,0.0,Tuesday,0,1.0,0.0,2
2025-12-17,2025-12-17,203,remind kids sa eucalyptus about christmas party (print an invitation),church,done,afternoon,None,0.0,Wednesday,0,1.0,0.0,2
2025-12-17,2025-12-17,204,progress report with sir eli (onsite class week 7 moved  on january),academics,done,afternoon,None,0.0,Wednesday,0,0.0,0.0,2
2025-12-17,2025-12-17,205,practice roleplay (final practice at 7pm),church,done,evening,None,0.0,Wednesday,0,0.0,0.0,2
2025-12-17,2025-12-17,206,meeting with byteminds,thesis,done,night,None,0.0,Wednesday,0,0.0,0.0,2
2025-12-17,2025-12-18,207,wrap presents nila anya,personal,done,evening,spaced out,1.0,Wednesday,0,1.0,1.0,2
2025-12-17,2025-12-17,208,inform pastor about the programme and setting of kid's party,church,done,afternoon,None,0.0,Wednesday,0,1.0,0.0,2
2025-12-17,2025-12-17,209,yp reminder of time,church,done,afternoon,None,0.0,Wednesday,0,1.0,0.0,2
2025-12-17,2025-12-17,210,buy 20 more wrappers,church,done,evening,spaced out,0.0,Wednesday,0,1.0,1.0,2
2025-12-17,2025-12-17,211,manuscript work,thesis,done,evening,got bored,0.0,Wednesday,0,1.0,2.0,2
2025-12-17,2025-12-17,212,data science midterms exam review,academics,done,evening,got bored,0.0,Wednesday,0,1.0,2.0,2
2025-12-17,2025-12-17,213,magawa na yung mga cert na utang sa TGJ (moved sa back to school),church,done,evening,None,0.0,Wednesday,0,1.0,0.0,2
2025-12-17,2025-12-17,214,music sheets,church,done,evening,got tired halfway,0.0,Wednesday,0,1.0,1.0,2
2025-12-18,2025-12-18,215,model and manuscript due draft,thesis,done,evening,spaced out multiple times,0.0,Thursday,0,1.0,1.0,2
2025-12-18,2025-12-18,216,consultation 5 (onsite moved next year),thesis,done,afternoon,None,0.0,Thursday,0,0.0,0.0,2
2025-12-18,2025-12-18,217,data science (midterms exam),academics,done,afternoon,None,0.0,Thursday,0,1.0,0.0,2
2025-12-18,2025-12-18,218,prof evaluation,academics,done,evening,None,0.0,Thursday,0,1.0,0.0,2
2025-12-18,2025-12-18,219,bibili ng decoration sa divisoria and for kids (initial),church,done,morning,None,0.0,Thursday,0,1.0,0.0,2
2025-12-18,2025-12-18,220,announcement about sa decoration sa school,church,done,morning,None,0.0,Thursday,0,1.0,0.0,2
2025-12-18,2025-12-18,221,maibigay na yung mga cert na utang sa TGJ (moved sa back to school),church,done,evening,None,0.0,Thursday,0,1.0,0.0,2
2025-12-18,2025-12-18,222,gift wrapping continuation (raffle),church,done,evening,None,0.0,Thursday,0,0.0,0.0,2
2025-12-19,2025-12-21,223,prepare the candle game for Sunday (with gilbert),church,done,evening,None,2.0,Friday,0,0.0,0.0,1
2025-12-19,2025-12-19,224,kids christmas party final reminder,church,done,evening,None,0.0,Friday,0,1.0,0.0,1
2025-12-19,2025-12-19,225,yp final reminder of time,church,done,evening,None,0.0,Friday,0,1.0,0.0,1
2025-12-19,2025-12-21,226,backend web development,thesis,done,evening,spaced out multiple times,2.0,Friday,0,1.0,2.0,1
2025-12-19,2025-12-20,227,decoration sa school (tom na lang since gamitin pa yung square arch),church,done,morning,None,1.0,Friday,0,0.0,0.0,1
2025-12-19,2025-12-19,228,message about data scientists,thesis,done,evening,kept checking social media,0.0,Friday,0,1.0,1.0,1
2025-12-20,2025-12-20,229,sunday school kids christmas party,church,done,afternoon,None,0.0,Saturday,1,0.0,0.0,2
2025-12-20,2025-12-20,230,kids practice for special number (afternoon),church,done,afternoon,None,0.0,Saturday,1,0.0,0.0,2
2025-12-20,2025-12-20,231,thanksgiving party final reminder,church,done,afternoon,None,0.0,Saturday,1,1.0,0.0,2
2025-12-20,2025-12-20,232,maghanap ng big box and wrap ng white (white gift),church,done,morning,None,0.0,Saturday,1,0.0,0.0,2
2025-12-20,2025-12-21,233,backend web development,thesis,done,evening,phone kept distracting me,1.0,Saturday,1,1.0,2.0,2
2025-12-21,2025-12-21,234,thanksgiving party,church,done,afternoon,"daydreaming, spaced out",0.0,Sunday,1,0.0,1.0,2
2025-12-21,2025-12-21,235,backend web development due,thesis,done,evening,None,0.0,Sunday,1,1.0,0.0,2
2025-12-22,2025-12-22,236,total yung magastos budget na binigay,church,done,evening,None,0.0,Monday,0,1.0,0.0,1
2025-12-22,2025-12-23,237,backend and frontend integration work,thesis,done,evening,None,1.0,Monday,0,1.0,0.0,1
2025-12-23,2025-12-24,238,backend and frontend integration work,thesis,done,evening,None,1.0,Tuesday,0,1.0,0.0,0
2025-12-24,2025-12-24,239,backend and frontend integration work due,thesis,done,evening,None,0.0,Wednesday,0,1.0,0.0,0
2025-12-25,2025-12-26,240,model and parser integration,thesis,done,evening,None,1.0,Thursday,0,1.0,0.0,0
2025-12-26,2025-12-26,241,model and parser integration,thesis,done,evening,None,0.0,Friday,0,1.0,0.0,0
2025-12-27,2025-12-28,242,deployment (docker),thesis,done,evening,None,1.0,Saturday,1,1.0,0.0,1
2025-12-27,2025-12-27,243,meeting with byteminds,thesis,done,night,None,0.0,Saturday,1,0.0,0.0,1
2025-12-27,2025-12-31,244,finish manuscript chapter 1,thesis,done,evening,kept checking social media,4.0,Saturday,1,1.0,2.0,1
2025-12-28,2025-12-28,245,deployment (docker),thesis,done,evening,None,0.0,Sunday,1,1.0,0.0,1
2025-12-28,2025-12-28,246,refund and balance budget,personal,done,evening,None,0.0,Sunday,1,1.0,0.0,1
2025-12-28,2025-12-28,247,concern about LODI,academics,done,afternoon,None,0.0,Sunday,1,1.0,0.0,1
2025-12-29,2025-12-29,248,deployment (docker) finish,thesis,done,evening,None,0.0,Monday,0,1.0,0.0,1
2025-12-29,2025-12-29,249,online iaccess of landbank,personal,done,morning,None,0.0,Monday,0,1.0,0.0,1
2025-12-30,2025-12-30,250,buffer period,thesis,done,evening,lazy day,0.0,Tuesday,0,1.0,2.0,0
2025-12-31,2026-01-02,251,manuscript,thesis,done,evening,kept checking social media,2.0,Wednesday,0,1.0,2.0,1
2026-01-01,2026-01-01,252,new year,personal,done,evening,None,0.0,Thursday,0,1.0,0.0,0
2026-01-02,2026-01-02,253,manuscript backlog,thesis,done,afternoon,scrolling on phone,0.0,Friday,0,1.0,2.0,1
2026-01-03,2026-01-03,254,yp choir,church,done,evening,scrolling on phone,0.0,Saturday,1,1.0,1.0,2
2026-01-03,2026-01-03,255,haircut,personal,done,evening,None,0.0,Saturday,1,1.0,0.0,2
2026-01-04,2026-01-04,256,sunday school teacher,church,done,morning,None,0.0,Sunday,1,1.0,0.0,1
2026-01-05,2026-01-05,257,forward monthly announcement,church,done,afternoon,None,0.0,Monday,0,1.0,0.0,1
2026-01-05,2026-01-05,258,data science,academics,done,afternoon,kept checking social media,0.0,Monday,0,0.0,2.0,1
2026-01-06,2026-01-07,259,survey task,thesis,done,evening,scrolling on phone,1.0,Tuesday,0,1.0,1.0,1
2026-01-06,2026-01-06,260,adviser consultation,thesis,done,afternoon,None,0.0,Tuesday,0,0.0,0.0,1
2026-01-07,2026-01-07,261,continue manuscript work,thesis,done,evening,no motivation to work,0.0,Wednesday,0,1.0,2.0,1
2026-01-07,2026-01-07,262,start messaging expert,thesis,done,morning,None,0.0,Wednesday,0,1.0,0.0,1
2026-01-07,2026-01-07,263,survey task deadline,thesis,done,afternoon,None,0.0,Wednesday,0,1.0,0.0,1
2026-01-07,2026-01-07,264,thesis 2 online,academics,done,afternoon,scrolling on phone,0.0,Wednesday,0,0.0,1.0,1
2026-01-08,2026-01-08,265,survey students (no need),thesis,done,morning,None,0.0,Thursday,0,0.0,0.0,1
2026-01-08,,266,data science project,academics,in progress,afternoon,spaced out multiple times; lost motivation halfway,NaN,Thursday,0,1.0,2.0,1
2026-01-08,2026-01-08,267,start an iaccess account,personal,done,morning,None,0.0,Thursday,0,1.0,0.0,1
2026-01-08,2026-01-08,268,data science,academics,done,afternoon,kept checking social media,0.0,Thursday,0,0.0,2.0,1
2026-01-09,2026-01-10,269,january choir songs,church,done,afternoon,got bored halfway,1.0,Friday,0,1.0,1.0,1
2026-01-09,2026-01-10,270,choir music sheet,church,done,afternoon,got tired halfway,1.0,Friday,0,1.0,1.0,1
2026-01-09,2026-01-10,271,choir lyric video,church,done,afternoon,got tired halfway,1.0,Friday,0,1.0,1.0,1
2026-01-09,2026-01-09,272,answer survey nila allen,thesis,done,afternoon,None,0.0,Friday,0,1.0,0.0,1
2026-01-09,,273,scan data science topic yesterday,academics,missed,afternoon,got distracted and forgot,NaN,Friday,0,1.0,2.0,1
2026-01-09,2026-01-09,274,expert validation task,thesis,done,afternoon,None,0.0,Friday,0,1.0,0.0,1
2026-01-10,2026-01-10,275,find WS special number song,church,done,afternoon,None,0.0,Saturday,1,1.0,0.0,1
2026-01-10,2026-01-10,276,yp choir,church,done,evening,scrolling on phone,0.0,Saturday,1,0.0,1.0,1
2026-01-11,2026-01-11,277,yp meeting,church,done,afternoon,None,0.0,Sunday,1,0.0,0.0,2
2026-01-11,2026-01-11,278,excuse letter NBD,church,done,afternoon,None,0.0,Sunday,1,1.0,0.0,2
2026-01-11,2026-01-11,279,meeting (deadline of expert task),thesis,done,afternoon,None,0.0,Sunday,1,0.0,0.0,2
2026-01-11,2026-01-11,280,Sunday service,church,done,morning,kept checking social media,0.0,Sunday,1,0.0,2.0,2
2026-01-12,2026-01-14,281,data science 2nd exam (takehome),academics,done,evening,tired,2.0,Monday,0,1.0,2.0,0
2026-01-13,2026-01-14,282,submit data science 2nd exam,academics,done,evening,None,1.0,Tuesday,0,1.0,0.0,2
2026-01-13,2026-01-15,283,dry run expert validation,thesis,done,afternoon,None,2.0,Tuesday,0,0.0,0.0,2
2026-01-13,2026-01-13,284,send a scheduled message,thesis,done,night,None,0.0,Tuesday,0,1.0,0.0,2
2026-01-13,2026-01-15,285,privacy policy of website,thesis,done,afternoon,daydreaming a lot,2.0,Tuesday,0,1.0,2.0,2
2026-01-14,2026-01-14,286,deadline of data science 2nd exam,academics,done,evening,None,0.0,Wednesday,0,1.0,0.0,1
2026-01-14,2026-01-14,287,send out materials,thesis,done,afternoon,None,0.0,Wednesday,0,1.0,0.0,1
2026-01-14,2026-01-14,288,thesis 2,academics,done,afternoon,kept checking social media,0.0,Wednesday,0,0.0,2.0,1
2026-01-15,2026-01-15,289,exchange gift,personal,done,afternoon,None,0.0,Thursday,0,0.0,0.0,1
2026-01-15,2026-01-15,290,pay fortune the 55 load,personal,done,afternoon,None,0.0,Thursday,0,1.0,0.0,1
2026-01-15,2026-01-15,291,data science,academics,done,afternoon,kept checking social media,0.0,Thursday,0,0.0,2.0,1
2026-01-16,2026-01-16,292,pay joyce the 315,personal,done,afternoon,None,0.0,Friday,0,1.0,0.0,2
2026-01-16,2026-01-16,293,NDA for expert,thesis,done,afternoon,None,0.0,Friday,0,1.0,0.0,2
2026-01-16,2026-01-30,294,3 sources per justification,thesis,done,evening,got bored halfway,14.0,Friday,0,1.0,2.0,2
2026-01-16,2026-01-16,295,file of the analysis table,thesis,done,evening,None,0.0,Friday,0,1.0,0.0,2
2026-01-16,2026-01-16,296,ask sir eli about nu prof,thesis,done,afternoon,None,0.0,Friday,0,1.0,0.0,2
2026-01-16,2026-01-16,297,meet with sir mico,thesis,done,evening,None,0.0,Friday,0,0.0,0.0,2
2026-01-17,2026-01-17,298,manuscript soft deadline (moved),thesis,done,morning,no motivation,0.0,Saturday,1,1.0,1.0,1
2026-01-17,2026-01-17,299,practice special number ,church,done,evening,None,0.0,Saturday,1,0.0,0.0,1
2026-01-17,2026-01-20,300,transcribe meet,thesis,done,evening,scrolling on phone,3.0,Saturday,1,1.0,2.0,1
2026-01-17,2026-01-17,301,yp materials,church,done,evening,kept checking social media,0.0,Saturday,1,1.0,2.0,1
2026-01-17,2026-01-17,302,find GH special number song,church,done,evening,scrolling on phone,0.0,Saturday,1,1.0,1.0,1
2026-01-17,2026-01-17,303,yp choir,church,done,evening,spaced out multiple times,0.0,Saturday,1,0.0,1.0,1
2026-01-18,2026-01-18,304,sunday service (WS special no.),church,done,morning,None,0.0,Sunday,1,0.0,0.0,0
2026-01-19,2026-01-19,305,moved expert meeting(2pm-5pm 933 café),thesis,done,afternoon,None,0.0,Monday,0,0.0,0.0,1
2026-01-19,2026-01-19,306,buy peak 154.38 landbank,personal,done,evening,None,0.0,Monday,0,1.0,0.0,1
2026-01-19,2026-01-19,307,exercise 4 data science,academics,done,evening,scrolling on phone,0.0,Monday,0,0.0,2.0,1
2026-01-20,2026-01-20,308,expert meeting 2pm,thesis,done,afternoon,None,0.0,Tuesday,0,0.0,0.0,2
2026-01-20,2026-01-20,309,moved ken expert meeting,thesis,done,evening,None,0.0,Tuesday,0,0.0,0.0,2
2026-01-21,2026-01-21,310,initial paper submission,thesis,done,afternoon,scrolling on phone,0.0,Wednesday,0,0.0,1.0,0
2026-01-21,2026-01-21,311,manuscript final deadline moved,thesis,done,morning,None,0.0,Wednesday,0,0.0,0.0,0
2026-01-21,2026-01-21,312,thesis 2,academics,done,afternoon,None,0.0,Wednesday,0,0.0,0.0,0
2026-01-22,2026-01-22,313,start again the manuscript,thesis,done,afternoon,phone notifications,0.0,Thursday,0,1.0,2.0,0
2026-01-22,2026-01-22,314,data science,academics,done,afternoon,kept checking social media,0.0,Thursday,0,0.0,2.0,0
2026-01-23,2026-01-23,315,baptist heritage day 1 (6pm),church,done,afternoon,kept checking social media,0.0,Friday,0,0.0,1.0,1
2026-01-23,2026-01-23,316,moved 9pm ken expert meeting,thesis,done,evening,None,0.0,Friday,0,0.0,0.0,1
2026-01-23,,317,scan the fellowship materials,church,missed,evening,don't have the energy and forgot,NaN,Friday,0,1.0,2.0,1
2026-01-24,2026-01-26,318,deadline of exercise 4 DS,academics,done,evening,phone notifications,2.0,Saturday,1,1.0,1.0,1
2026-01-24,2026-01-24,319,yp choir,church,done,evening,scrolling on phone,0.0,Saturday,1,0.0,1.0,1
2026-01-25,2026-01-25,320,GH special number,church,done,afternoon,None,0.0,Sunday,1,1.0,0.0,1
2026-01-25,,321,get free atm card bpibanko (lower),personal,missed,afternoon,no energy to accomplish,NaN,Sunday,1,1.0,2.0,1
2026-01-25,2026-01-25,322,moved 9pm ken expert meeting,thesis,done,evening,None,0.0,Sunday,1,0.0,0.0,1
2026-01-25,2026-01-25,323,task submission manuscript,thesis,done,evening,kept checking social media,0.0,Sunday,1,1.0,1.0,1
2026-01-25,2026-01-25,324,sunday service (february sched),church,done,afternoon,None,0.0,Sunday,1,1.0,0.0,1
2026-01-26,2026-01-26,325,exercise data science,academics,done,evening,got bored halfway,0.0,Monday,0,1.0,1.0,0
2026-01-27,2026-01-27,326,answered missed activities A4 DS,academics,done,evening,None,0.0,Tuesday,0,1.0,0.0,2
2026-01-28,2026-01-28,327,kasumi crafts (DP),personal,done,afternoon,None,0.0,Wednesday,0,1.0,0.0,1
2026-01-28,2026-01-28,328,thesis 2,academics,done,afternoon,None,0.0,Wednesday,0,0.0,0.0,1
2026-01-29,2026-01-29,329,career avenues (9am-3pm) 12th floor,academics,missed,morning,no motivation because of sickness,0.0,Thursday,0,0.0,2.0,2
2026-01-29,2026-01-29,330,submit the activity A4 DS,academics,done,afternoon,deadline,0.0,Thursday,0,1.0,0.0,2
2026-01-29,2026-01-29,331,check up consultation,personal,done,afternoon,None,0.0,Thursday,0,1.0,0.0,2
2026-01-29,2026-01-29,332,seatwork data science,academics,done,afternoon,None,0.0,Thursday,0,1.0,0.0,2
2026-01-30,2026-01-30,333,update february,church,done,afternoon,kept checking social media,0.0,Friday,0,1.0,1.0,2
2026-01-30,2026-01-30,334,laundry,personal,done,afternoon,scrolling on phone,0.0,Friday,0,1.0,1.0,2
2026-01-30,2026-01-30,335,expert meeting 11pm,thesis,done,night,None,0.0,Friday,0,0.0,0.0,2
2026-01-31,2026-01-31,336,yp music sheet and video,church,done,evening,got tired halfway,0.0,Saturday,1,1.0,2.0,1
2026-01-31,2026-01-31,337,yp choir,church,done,evening,None,0.0,Saturday,1,0.0,0.0,1
